run_id,protocol,task_domain,sample_index,repetition,total_prompt_tokens,total_completion_tokens,total_tokens,total_latency_ms,total_messages,any_truncation,any_json_parse_error,completion_score,final_answer,provider,model
d97b1a41,RELAY_DEFAULT,READING,0,0,624,59,683,2664.74,3,False,False,1.0,Denver Broncos,openai,gpt-4o-mini
de8150e6,RELAY_DEFAULT,READING,0,1,646,81,727,3176.85,3,False,False,1.0,Denver Broncos,openai,gpt-4o-mini
340423a3,RELAY_DEFAULT,READING,0,2,646,81,727,2845.13,3,False,False,1.0,Denver Broncos,openai,gpt-4o-mini
b701960c,RELAY_DEFAULT,READING,1,0,638,74,712,2539.33,3,False,False,1.0,Carolina Panthers,openai,gpt-4o-mini
709aed71,RELAY_DEFAULT,READING,1,1,642,79,721,2671.93,3,False,False,1.0,Carolina Panthers.,openai,gpt-4o-mini
0feb9fd8,RELAY_DEFAULT,READING,1,2,642,79,721,2455.53,3,False,False,1.0,Carolina Panthers.,openai,gpt-4o-mini
2ffa2e9e,RELAY_DEFAULT,READING,2,0,631,86,717,2484.76,3,False,False,0.64,"Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",openai,gpt-4o-mini
405767fc,RELAY_DEFAULT,READING,2,1,628,79,707,2764.06,3,False,False,0.667,"Levi's Stadium is located in Santa Clara, California.",openai,gpt-4o-mini
d2c49428,RELAY_DEFAULT,READING,2,2,645,100,745,2755.17,3,False,False,0.64,"Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",openai,gpt-4o-mini
9e812498,RELAY_DEFAULT,READING,3,0,630,72,702,2544.67,3,False,False,1.0,Denver Broncos.,openai,gpt-4o-mini
06f6dbd6,RELAY_DEFAULT,READING,3,1,618,59,677,2325.76,3,False,False,1.0,Denver Broncos,openai,gpt-4o-mini
0a5cf323,RELAY_DEFAULT,READING,3,2,633,74,707,2655.21,3,False,False,1.0,Denver Broncos,openai,gpt-4o-mini
57d291f5,RELAY_DEFAULT,READING,4,0,658,84,742,2449.11,3,False,False,1.0,Gold,openai,gpt-4o-mini
f025f9f9,RELAY_DEFAULT,READING,4,1,653,79,732,2582.85,3,False,False,1.0,Gold,openai,gpt-4o-mini
f332399f,RELAY_DEFAULT,READING,4,2,653,79,732,2463.84,3,False,False,1.0,Gold,openai,gpt-4o-mini
80da542b,RELAY_DEFAULT,READING,5,0,642,100,742,2991.68,3,False,False,0.25,"The theme of Super Bowl 50 was the ""golden anniversary,"" highlighted by various gold-themed initiatives.",openai,gpt-4o-mini
93a05e7f,RELAY_DEFAULT,READING,5,1,631,82,713,2482.75,3,False,False,0.4,"The theme of Super Bowl 50 was the ""golden anniversary.""",openai,gpt-4o-mini
b4ac7825,RELAY_DEFAULT,READING,5,2,641,98,739,2737.48,3,False,False,0.267,"The theme of Super Bowl 50 was the ""golden anniversary,"" highlighted by gold-themed initiatives.",openai,gpt-4o-mini
a94ae84e,RELAY_DEFAULT,READING,6,0,624,73,697,2916.19,3,False,False,1.0,"February 7, 2016.",openai,gpt-4o-mini
ac786b0e,RELAY_DEFAULT,READING,6,1,623,72,695,2519.08,3,False,False,1.0,"February 7, 2016.",openai,gpt-4o-mini
ec4185c9,RELAY_DEFAULT,READING,6,2,621,70,691,2540.03,3,False,False,1.0,"February 7, 2016.",openai,gpt-4o-mini
e3388b94,RELAY_DEFAULT,READING,7,0,622,72,694,3174.34,3,False,False,0.857,American Football Conference (AFC),openai,gpt-4o-mini
809e1470,RELAY_DEFAULT,READING,7,1,617,67,684,3042.55,3,False,False,0.857,American Football Conference (AFC),openai,gpt-4o-mini
848f1199,RELAY_DEFAULT,READING,7,2,622,72,694,2508.67,3,False,False,0.857,American Football Conference (AFC),openai,gpt-4o-mini
432ce14a,RELAY_DEFAULT,READING,8,0,641,98,739,2875.93,3,False,False,0.267,"The theme of Super Bowl 50 was the ""golden anniversary,"" highlighted by gold-themed initiatives.",openai,gpt-4o-mini
69566dad,RELAY_DEFAULT,READING,8,1,650,107,757,3168.58,3,False,False,0.267,"The theme of Super Bowl 50 was the ""golden anniversary,"" featuring various gold-themed initiatives.",openai,gpt-4o-mini
3b4d20d0,RELAY_DEFAULT,READING,8,2,641,98,739,2853.27,3,False,False,0.267,"The theme of Super Bowl 50 was the ""golden anniversary,"" highlighted by gold-themed initiatives.",openai,gpt-4o-mini
763501a9,RELAY_DEFAULT,READING,9,0,623,76,699,2312.44,3,False,False,0.667,AFC stands for American Football Conference.,openai,gpt-4o-mini
ed7f3b87,RELAY_DEFAULT,READING,9,1,623,76,699,2503.28,3,False,False,0.667,AFC stands for American Football Conference.,openai,gpt-4o-mini
be63215e,RELAY_DEFAULT,READING,9,2,623,76,699,2357.53,3,False,False,0.667,AFC stands for American Football Conference.,openai,gpt-4o-mini
9654b33a,RELAY_DEFAULT,NEWS,0,0,624,285,909,5740.97,3,False,False,0.342,"In March 2025, the Federal Reserve decided to maintain the current benchmark interest rate at 4.25%-4.50%, with no changes made during the meeting. Key economic indicators include an inflation rate of",openai,gpt-4o-mini
269b0212,RELAY_DEFAULT,NEWS,0,1,649,316,965,6489.25,3,False,False,0.368,"In March 2025, the Federal Reserve maintained its benchmark interest rate at 4.25%-4.50%. The current inflation rate stands at 2.8%, exceeding the Fed's target of 2%. The unemployment rate is at 3.9%,",openai,gpt-4o-mini
68c96136,RELAY_DEFAULT,NEWS,0,2,603,256,859,4874.78,3,False,False,0.386,"The current benchmark interest rate stands at 4.25%-4.50%, while the inflation rate is at 2.8%, exceeding the target of 2%. The unemployment rate is 3.9%, reflecting a robust labor market. There are p",openai,gpt-4o-mini
8ce94020,RELAY_DEFAULT,NEWS,1,0,578,262,840,4610.41,3,False,False,0.391,"In Q1 FY2025, the company reported total revenue of $124.3 billion, with significant contributions from iPhone sales at $69.1 billion and Services generating $26.3 billion. Earnings per share (EPS) re",openai,gpt-4o-mini
ba7c7a83,RELAY_DEFAULT,NEWS,1,1,597,279,876,5237.09,3,False,False,0.45,"In Q1 FY2025, Apple reported total revenue of $124.3 billion, with iPhone revenue at $69.1 billion and Services revenue at $26.3 billion. The earnings per share (EPS) were $2.40, surpassing analyst es",openai,gpt-4o-mini
a7555efa,RELAY_DEFAULT,NEWS,1,2,604,308,912,5826.41,3,False,False,0.365,"In Q1 FY2025, Apple reported a total revenue of $124.3 billion, with significant contributions from specific product categories: iPhone revenue was $69.1 billion and services revenue reached $26.3 bil",openai,gpt-4o-mini
cb4c34b6,RELAY_DEFAULT,NEWS,2,0,606,296,902,4904.05,3,False,False,0.333,"Tesla has announced its new affordable electric vehicle model, the Model Q, priced at $25,000. The Model Q boasts a range of 280 miles and can accelerate from 0 to 60 mph in 5.8 seconds. Production is",openai,gpt-4o-mini
df60a84b,RELAY_DEFAULT,NEWS,2,1,598,277,875,5035.5,3,False,False,0.404,"Tesla has announced a new model, Model Q, priced at $25,000. It features a range of 280 miles and can accelerate from 0-60 mph in 5.8 seconds. Production is set to begin in Q3 2025 at Gigafactory Texa",openai,gpt-4o-mini
40206486,RELAY_DEFAULT,NEWS,2,2,635,316,951,6739.33,3,False,False,0.408,"Tesla has announced a new affordable electric vehicle model named Model Q, priced at $25,000, with a range of 280 miles and a performance of 0-60 mph in 5.8 seconds. Production is set to begin in Q3 2",openai,gpt-4o-mini
c31c5c3f,RELAY_DEFAULT,NEWS,3,0,698,416,1114,7404.05,3,False,False,0.295,"TSMC is currently producing 4nm chips at its Arizona fab with impressive yield rates of 90%. The global semiconductor lead times have decreased significantly from 26 weeks to 14 weeks, indicating an e",openai,gpt-4o-mini
1d2aa69d,RELAY_DEFAULT,NEWS,3,1,664,392,1056,7980.77,3,False,False,0.26,"TSMC's Arizona fab is achieving a 90% yield rate in the production of 4nm chips. The global semiconductor lead times have improved significantly, decreasing from 26 weeks to 14 weeks, signaling a redu",openai,gpt-4o-mini
18ac02c4,RELAY_DEFAULT,NEWS,3,2,709,442,1151,6759.22,3,False,False,0.263,"TSMC, Intel, and Samsung are key players in the semiconductor industry, with TSMC notably expanding its operations in Arizona, where it is producing advanced 4nm chips with a yield rate of 90%. The gl",openai,gpt-4o-mini
ef3897d8,RELAY_DEFAULT,NEWS,4,0,543,232,775,5635.67,3,False,False,0.351,"The EU AI Regulation Act is the world's first comprehensive AI law, mandating that high-risk AI systems undergo conformity assessments and prohibiting social scoring and real-time biometric surveillan",openai,gpt-4o-mini
dce684d4,RELAY_DEFAULT,NEWS,4,1,615,340,955,5430.01,3,False,False,0.252,"The EU has passed the Comprehensive AI Regulation Act, marking the first global law aimed at establishing a regulatory framework for the safe and ethical use of artificial intelligence. The Act focuse",openai,gpt-4o-mini
eeeb607a,RELAY_DEFAULT,NEWS,4,2,535,227,762,4743.96,3,False,False,0.24,The EU AI Regulation Act mandates that high-risk AI systems undergo conformity assessments and prohibits practices such as social scoring and real-time biometric surveillance. Companies face penalties,openai,gpt-4o-mini
668beac7,RELAY_DEFAULT,NEWS,5,0,734,416,1150,8043.35,3,False,False,0.27,"SpaceX's Starship successfully completed its first orbital flight, lasting 90 minutes and reaching an altitude of 250 km before splashing down in the Indian Ocean. The Super Heavy booster was caught b",openai,gpt-4o-mini
ab6bfc3f,RELAY_DEFAULT,NEWS,5,1,678,344,1022,6277.49,3,False,False,0.234,"SpaceX's Starship successfully completed its first orbital flight, lasting 90 minutes and reaching an altitude of 250 km before splashing down in the Indian Ocean. The vehicle carried a test payload w",openai,gpt-4o-mini
7c32f7aa,RELAY_DEFAULT,NEWS,5,2,722,405,1127,7076.73,3,False,False,0.312,"SpaceX's Starship successfully completed its first orbital flight, achieving an altitude of 250 km and spending 90 minutes in orbit before splashing down in the Indian Ocean. The Super Heavy booster w",openai,gpt-4o-mini
a88a3cfd,RELAY_DEFAULT,NEWS,6,0,642,343,985,5514.25,3,False,False,0.336,"Amazon has launched its drone delivery service in major US cities, including New York, Los Angeles, and Chicago, among others. The MK30 drone features a delivery capacity for packages under 5 pounds a",openai,gpt-4o-mini
6e46ea22,RELAY_DEFAULT,NEWS,6,1,672,381,1053,6015.44,3,False,False,0.284,"Amazon has launched its drone delivery service in major US cities including New York, Los Angeles, and Chicago, among others. The MK30 drone, capable of delivering packages weighing up to 5 pounds, ca",openai,gpt-4o-mini
088baa05,RELAY_DEFAULT,NEWS,6,2,671,389,1060,6588.97,3,False,False,0.27,"Amazon has launched its drone delivery service in major US cities, including New York, Los Angeles, and Chicago. The MK30 drone, which is central to this service, has a delivery capacity of up to 5 po",openai,gpt-4o-mini
d1241830,RELAY_DEFAULT,NEWS,7,0,607,308,915,5528.42,3,False,False,0.297,"OpenAI has released GPT-5, which boasts a 40% improvement on graduate-level reasoning benchmarks. The model achieved impressive scores of 92% on the MATH benchmark and 88% on GPQA. The API pricing for",openai,gpt-4o-mini
eabb7808,RELAY_DEFAULT,NEWS,7,1,591,281,872,6085.28,3,False,False,0.324,"OpenAI has released GPT-5, which boasts a 40% improvement on graduate-level reasoning benchmarks, achieving scores of 92% on the MATH benchmark and 88% on GPQA. The API pricing is set at $15 per milli",openai,gpt-4o-mini
c25e7f7a,RELAY_DEFAULT,NEWS,7,2,618,314,932,5048.04,3,False,False,0.3,"OpenAI has launched GPT-5, which boasts enhanced reasoning capabilities and demonstrates a 40% improvement on graduate-level reasoning benchmarks. It achieved scores of 92% on the MATH benchmark and 8",openai,gpt-4o-mini
c1009e47,RELAY_DEFAULT,NEWS,8,0,591,281,872,5342.18,3,False,False,0.371,"A 7.4 magnitude earthquake struck off the coast of Hokkaido, Japan, at 3:42 AM local time. A tsunami warning was issued for coastal areas within 300 km, with waves observed reaching up to 3 meters. Th",openai,gpt-4o-mini
4dfd8684,RELAY_DEFAULT,NEWS,8,1,625,320,945,5778.36,3,False,False,0.348,"A 7.4 magnitude earthquake struck off the coast of Hokkaido, Japan, at 3:42 AM local time, prompting an immediate tsunami warning. The observed tsunami wave height reached up to 3 meters, affecting co",openai,gpt-4o-mini
a902c8d1,RELAY_DEFAULT,NEWS,8,2,604,298,902,6711.89,3,False,False,0.371,"A 7.4 magnitude earthquake struck off the coast of Hokkaido, Japan, at 3:42 AM local time, prompting a tsunami warning for coastal areas within 300 km. Observed wave heights reached up to 3 meters, re",openai,gpt-4o-mini
47b73160,RELAY_DEFAULT,NEWS,9,0,665,350,1015,5730.97,3,False,False,0.323,"Global carbon emissions declined by 2.1% in 2024, marking the first annual decrease not associated with an economic recession. Renewable energy now represents 35% of global electricity generation, wit",openai,gpt-4o-mini
49a88365,RELAY_DEFAULT,NEWS,9,1,599,275,874,5539.19,3,False,False,0.267,"In 2024, global CO2 emissions decreased by 2.1%, marking the first annual decline not associated with an economic recession. Renewable energy now constitutes 35% of global electricity generation, with",openai,gpt-4o-mini
c5a93088,RELAY_DEFAULT,NEWS,9,2,624,301,925,5860.76,3,False,False,0.299,"Global CO2 emissions are projected to decline by 2.1% in 2024, marking the first annual decrease not associated with an economic recession. Renewable energy now constitutes 35% of global electricity g",openai,gpt-4o-mini
1a35cebb,SHARED_MEMORY_NL,MATH,0,0,893,269,1162,5529.44,3,False,False,1.0,"Janet's ducks lay 16 eggs per day. She consumes three eggs for breakfast and uses four eggs for baking muffins, totaling seven eggs consumed daily. After her consumption, she has 9 eggs remaining. Jan",openai,gpt-4o-mini
effa5dbb,SHARED_MEMORY_NL,MATH,0,1,991,336,1327,7185.37,3,False,False,1.0,"Janet’s ducks lay 16 eggs per day. She consumes three eggs for breakfast and four for baking muffins, totaling seven eggs consumed daily. After her consumption, she has 9 eggs remaining. She sells the",openai,gpt-4o-mini
d3ff39d2,SHARED_MEMORY_NL,MATH,0,2,964,361,1325,8484.51,3,False,False,1.0,"Janet's ducks lay a total of 16 eggs per day. She consumes 3 eggs for breakfast and uses 4 eggs for baking muffins, which totals to 7 eggs consumed daily. After her consumption, the number of eggs rem",openai,gpt-4o-mini
44f2ee11,SHARED_MEMORY_NL,MATH,1,0,756,268,1024,5649.77,3,False,False,1.0,"To solve the problem, we first identify the quantities of fiber needed for the robe. The problem states that it takes 2 bolts of blue fiber. For the white fiber, it requires half that amount, which is",openai,gpt-4o-mini
6bf15e1a,SHARED_MEMORY_NL,MATH,1,1,760,258,1018,4731.26,3,False,False,1.0,"To solve the problem, we need to determine the total amount of fiber required for the robe. The robe requires 2 bolts of blue fiber. Additionally, it requires half as much white fiber, which amounts t",openai,gpt-4o-mini
75806315,SHARED_MEMORY_NL,MATH,1,2,769,276,1045,7349.71,3,False,False,1.0,"To solve the problem, we first identify that the robe requires 2 bolts of blue fiber. Next, we calculate the amount of white fiber needed, which is half of the blue fiber amount. Since half of 2 bolts",openai,gpt-4o-mini
96d44321,SHARED_MEMORY_NL,MATH,2,0,941,393,1334,8600.71,3,False,False,0.0,"To determine the profit made by Josh from flipping a house, we first calculate his total investment. He purchased the house for $80,000 and spent an additional $50,000 on repairs, bringing his total i",openai,gpt-4o-mini
0f0b216a,SHARED_MEMORY_NL,MATH,2,1,998,492,1490,7666.99,3,False,False,1.0,"To determine the profit Josh made from flipping the house, we first calculate his total costs. He purchased the house for $80,000 and spent an additional $50,000 on repairs, leading to a total cost of",openai,gpt-4o-mini
cb87f6c3,SHARED_MEMORY_NL,MATH,2,2,969,448,1417,6877.99,3,False,False,0.0,"To solve the problem, we first calculate the total investment Josh made in the house by adding the purchase price of $80,000 to the repair costs of $50,000, resulting in a total investment of $130,000",openai,gpt-4o-mini
a8a8154f,SHARED_MEMORY_NL,MATH,3,0,825,294,1119,6664.43,3,False,False,1.0,"To solve the problem, we first determine how many sprints James runs in a week. He runs 3 sprints, 3 times a week, which totals 9 sprints per week. Next, we calculate the total distance he runs in one",openai,gpt-4o-mini
210f8713,SHARED_MEMORY_NL,MATH,3,1,853,367,1220,5736.9,3,False,False,1.0,"To solve the problem, we first determine how many sprints James runs in a week. He runs 3 sprints each time he trains and trains 3 times a week. Therefore, the total number of sprints he runs in a wee",openai,gpt-4o-mini
394d5433,SHARED_MEMORY_NL,MATH,3,2,831,323,1154,5284.1,3,False,False,1.0,"To solve the problem, we first determine the number of sprints James runs in a week. He runs 3 sprints, 3 times a week, resulting in a total of 9 sprints per week. Next, we calculate the total distanc",openai,gpt-4o-mini
72441c56,SHARED_MEMORY_NL,MATH,4,0,1184,421,1605,6863.49,3,False,False,1.0,"Wendi feeds her chickens in three meals throughout the day. In the morning, she gives them 15 cups of feed, and in the afternoon, she provides another 25 cups. This totals to 40 cups of feed given by ",openai,gpt-4o-mini
51dd9df2,SHARED_MEMORY_NL,MATH,4,1,1194,417,1611,6499.75,3,False,False,1.0,"Wendi feeds her chickens a total of 60 cups of feed each day, as each of her 20 chickens requires 3 cups. She gives 15 cups in the morning and 25 cups in the afternoon, totaling 40 cups for those two ",openai,gpt-4o-mini
6b06e990,SHARED_MEMORY_NL,MATH,4,2,1238,507,1745,7173.46,3,False,False,1.0,"To determine how much feed Wendi needs to give her chickens in the final meal of the day, we first add the amounts of feed given in the morning and afternoon. Wendi gives 15 cups of feed in the mornin",openai,gpt-4o-mini
e925f1b3,SHARED_MEMORY_NL,MATH,5,0,1059,490,1549,7278.63,3,False,False,1.0,"Kylar went to the store to buy glasses for his new apartment. The first glass costs $5, and every second glass costs only 60% of that price, which is $3. Since Kylar wants to buy a total of 16 glasses",openai,gpt-4o-mini
bae8d89b,SHARED_MEMORY_NL,MATH,5,1,1016,395,1411,6219.16,3,False,False,1.0,"Kylar went to the store to buy glasses for his new apartment. The first glass costs $5, while every second glass costs 60% of that price, which is $3. Since Kylar wants to buy 16 glasses, he will purc",openai,gpt-4o-mini
29e858be,SHARED_MEMORY_NL,MATH,5,2,1001,448,1449,6807.81,3,False,False,1.0,"Kylar wants to buy 16 glasses. The first glass costs $5, while every second glass costs 60% of that price, which is $3. Since he is buying 16 glasses, 8 will be at the full price of $5 each, and 8 wil",openai,gpt-4o-mini
5ceb0b44,SHARED_MEMORY_NL,MATH,6,0,819,278,1097,5208.92,3,False,False,1.0,"To solve the problem, we first note that Seattle has 20 sheep. Charleston has four times as many sheep as Seattle, which means Charleston has 80 sheep (20 multiplied by 4). Toulouse has twice as many ",openai,gpt-4o-mini
af205ca4,SHARED_MEMORY_NL,MATH,6,1,913,349,1262,7383.24,3,False,False,1.0,"To solve the problem, we start by noting that Seattle has 20 sheep. Charleston has four times as many sheep as Seattle, which means Charleston has 20 multiplied by 4, resulting in 80 sheep. Next, Toul",openai,gpt-4o-mini
853fbac7,SHARED_MEMORY_NL,MATH,6,2,889,359,1248,6792.74,3,False,False,1.0,"To solve the problem, we start with the information that Seattle has 20 sheep. To find out how many sheep Charleston has, we multiply the number of sheep Seattle has by 4, resulting in Charleston havi",openai,gpt-4o-mini
0c352875,SHARED_MEMORY_NL,MATH,7,0,1078,564,1642,8745.02,3,True,False,1.0,"To solve the problem, we start by identifying that Carla is downloading a file that is 200 GB in size, and her normal download speed is 2 GB per minute. First, we calculate how long it takes her to do",openai,gpt-4o-mini
d962500c,SHARED_MEMORY_NL,MATH,7,1,1070,527,1597,8899.8,3,False,False,0.0,"To solve the problem, we first calculate how long it takes Carla to download 40% of the 200 GB file. Since 40% of 200 GB is 80 GB, and Carla downloads at a rate of 2 GB per minute, the time taken for ",openai,gpt-4o-mini
d960f83e,SHARED_MEMORY_NL,MATH,7,2,1060,520,1580,8314.67,3,False,False,0.0,"To solve the problem, we first determine how long it takes Carla to download 40% of the 200 GB file. Since 40% of 200 GB is 80 GB, and Carla downloads at a rate of 2 GB per minute, the time taken to d",openai,gpt-4o-mini
82a5c58e,SHARED_MEMORY_NL,MATH,8,0,1263,561,1824,8481.67,3,True,False,1.0,"To solve the problem, we first calculate the distance John drives in the first 3 hours at a speed of 60 mph, which equals 180 miles. On his return trip, he spends the first 2 hours in standstill traff",openai,gpt-4o-mini
8dc503d9,SHARED_MEMORY_NL,MATH,8,1,1254,510,1764,7454.45,3,True,False,0.0,"To solve the problem, we first calculate the distance John drives during the first 3 hours at a speed of 60 mph. This results in a distance of 180 miles. Next, during the next 2 hours in standstill tr",openai,gpt-4o-mini
176220ee,SHARED_MEMORY_NL,MATH,8,2,1258,611,1869,8688.31,3,True,False,0.0,"To solve the problem, we first calculate the distance John drives in the first 3 hours at a speed of 60 mph. This gives us a distance of 180 miles. 

Next, during the first 2 hours of his return trip,",openai,gpt-4o-mini
cc5e615f,SHARED_MEMORY_NL,MATH,9,0,978,435,1413,6748.13,3,False,False,1.0,"Eliza's regular hourly rate is $10. She worked for a total of 45 hours this week, with the first 40 hours counted as regular hours. Therefore, her earnings for the regular hours worked amount to $400,",openai,gpt-4o-mini
3e7c9ad2,SHARED_MEMORY_NL,MATH,9,1,966,412,1378,6891.14,3,False,False,1.0,"Eliza's regular hourly rate is $10, and she works for 40 hours at this rate, which gives her earnings of $400 for the regular hours. She worked a total of 45 hours this week, meaning she has 5 overtim",openai,gpt-4o-mini
370548f6,SHARED_MEMORY_NL,MATH,9,2,981,392,1373,6835.14,3,False,False,1.0,"Eliza's regular hourly rate is $10, and she worked for 45 hours this week. For the first 40 hours, her earnings amount to $400. Since she worked 45 hours in total, she has 5 overtime hours. Her overti",openai,gpt-4o-mini
903ec971,SHARED_MEMORY_NL,READING,0,0,1205,121,1326,5027.81,3,False,False,0.286,The NFL team that represented the AFC at Super Bowl 50 was the Denver Broncos.,openai,gpt-4o-mini
ca582303,SHARED_MEMORY_NL,READING,0,1,1139,92,1231,3270.0,3,False,False,0.286,The NFL team that represented the AFC at Super Bowl 50 was the Denver Broncos.,openai,gpt-4o-mini
65e6a098,SHARED_MEMORY_NL,READING,0,2,1133,89,1222,3310.43,3,False,False,0.286,The NFL team that represented the AFC at Super Bowl 50 was the Denver Broncos.,openai,gpt-4o-mini
1b19f13c,SHARED_MEMORY_NL,READING,1,0,1189,113,1302,4071.0,3,False,False,0.286,The NFC team that represented the NFC at Super Bowl 50 was the Carolina Panthers.,openai,gpt-4o-mini
4bee26f7,SHARED_MEMORY_NL,READING,1,1,1197,117,1314,3348.77,3,False,False,0.286,The NFC team that represented the conference at Super Bowl 50 was the Carolina Panthers.,openai,gpt-4o-mini
41914c2b,SHARED_MEMORY_NL,READING,1,2,1141,102,1243,2899.33,3,False,False,0.235,The NFL team that represented the National Football Conference (NFC) at Super Bowl 50 was the Carolina Panthers.,openai,gpt-4o-mini
42ea9ae1,SHARED_MEMORY_NL,READING,2,0,1121,86,1207,3336.0,3,False,False,0.64,"Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",openai,gpt-4o-mini
ebe4c749,SHARED_MEMORY_NL,READING,2,1,1133,95,1228,2787.68,3,False,False,0.64,"Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",openai,gpt-4o-mini
aa7ca3fd,SHARED_MEMORY_NL,READING,2,2,1143,97,1240,3146.91,3,False,False,0.64,"Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",openai,gpt-4o-mini
21116c43,SHARED_MEMORY_NL,READING,3,0,1115,80,1195,3622.25,3,False,False,0.333,The NFL team that won Super Bowl 50 is the Denver Broncos.,openai,gpt-4o-mini
6504943f,SHARED_MEMORY_NL,READING,3,1,1187,107,1294,2966.48,3,False,False,0.5,The Denver Broncos won Super Bowl 50.,openai,gpt-4o-mini
84d4c351,SHARED_MEMORY_NL,READING,3,2,1130,80,1210,3569.1,3,False,False,0.5,The Denver Broncos won Super Bowl 50.,openai,gpt-4o-mini
de991185,SHARED_MEMORY_NL,READING,4,0,1169,101,1270,3747.0,3,False,False,0.167,The color used to emphasize the 50th anniversary of the Super Bowl was gold.,openai,gpt-4o-mini
